Geneid	gene_name	mock.FE01_40	PFK158.FE01_13	unlabled.FE01_22	mock.FE01_30	DMSO.FE01_41	DMSO.FE01_31	DMSO.FE01_21	PFK158.FE01_33	mock.FE01_10	DMSO.FE01_11	unlabled.FE01_12	unlabled.FE01_32	PFK158.FE01_23	PFK158.FE01_43	mock.FE01_20	unlabled.FE01_42
ENSG00000049246	PER3	159	141	155	173	172	171	161	158	237	154	213	71	245	227	284	239
ENSG00000236266	Z98884.1	3	3	0	3	7	1	3	7	3	0	2	0	3	3	14	2
ENSG00000049247	UTS2	1	5	2	5	2	3	3	3	1	5	15	0	1	1	12	19
ENSG00000049249	TNFRSF9	51	212	178	142	152	184	161	186	119	272	260	136	153	220	102	349
ENSG00000270330	AL009183.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116288	PARK7	15456	17382	20445	16373	13043	14696	16251	14911	20378	25248	31179	10392	15508	15833	41652	35707
ENSG00000200344	RF00019	1	1	2	3	1	4	5	3	9	7	7	4	4	8	8	1
ENSG00000284747	AL034417.4	26	35	22	25	21	30	28	34	54	79	54	9	29	34	43	19
ENSG00000284716	AL034417.3	6	11	3	1	4	3	4	11	8	14	26	3	6	6	21	5
ENSG00000116285	ERRFI1	1345	1418	2059	1389	1462	1609	1464	1486	1741	1312	2303	1081	1882	1982	2816	3250
ENSG00000238290	AL034417.2	0	1	1	4	1	2	0	2	1	4	2	1	1	1	11	1
ENSG00000232848	AL034417.1	0	0	1	0	0	0	0	1	0	5	0	0	0	0	2	0
ENSG00000229305	AL358876.1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2
ENSG00000227634	LINC01714	1	2	2	2	1	0	1	6	0	45	25	1	1	0	2	5
ENSG00000200975	RNU1-7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000233645	AL358876.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251977	RNU6-991P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162426	SLC45A1	45	71	58	55	43	70	67	57	64	83	115	42	56	68	120	108
ENSG00000252254	RF00019	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4	1
ENSG00000142599	RERE	1458	1446	1682	1258	1700	1615	1934	1365	2084	2011	2501	833	2276	2369	2964	2516
ENSG00000232912	RERE-AS1	3	5	1	2	2	4	4	2	4	2	1	1	8	1	6	3
ENSG00000221083	RF00599	1	2	4	1	1	1	2	2	0	4	6	3	2	1	16	3
ENSG00000270282	AL096855.1	2	5	2	5	4	1	3	6	4	8	8	4	1	4	17	4
ENSG00000234619	RPL7P11	1	1	1	5	2	0	0	3	3	8	0	2	1	4	5	2
ENSG00000224315	RPL7P7	2	3	3	2	7	7	6	12	8	5	2	3	8	13	14	4
ENSG00000222511	RF00019	1	0	0	1	3	0	2	1	1	1	2	2	0	1	3	0
ENSG00000226545	AL357552.1	4	4	4	8	5	3	7	12	7	12	18	5	7	4	35	18
ENSG00000228423	AL357552.2	14	16	6	14	8	5	14	14	12	13	26	7	12	3	35	35
ENSG00000229716	RPL23AP19	0	1	0	0	0	0	1	0	1	3	3	0	0	0	7	0
ENSG00000074800	ENO1	93153	120047	110744	99931	87452	99461	105672	99628	139262	161289	193408	59029	101954	112222	230524	174237
ENSG00000274258	MIR6728	1	6	0	3	0	5	3	1	0	3	1	0	2	2	2	0
ENSG00000230679	ENO1-AS1	49	85	102	84	40	51	55	80	45	88	159	71	45	69	100	210
ENSG00000201725	RNU6-304P	0	0	2	0	0	0	0	2	0	2	0	0	0	1	3	0
ENSG00000238249	HMGN2P17	3	0	0	5	2	2	0	2	1	8	6	1	1	1	0	0
ENSG00000232208	AL139415.1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1
ENSG00000232663	AL139415.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
ENSG00000131686	CA6	0	1	0	0	0	0	0	0	1	1	3	0	0	0	3	0
ENSG00000265141	RN7SL451P	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
ENSG00000197241	SLC2A7	1	0	0	1	1	5	2	3	0	1	4	1	1	4	3	3
ENSG00000142583	SLC2A5	5	5	6	4	0	2	5	8	3	13	21	4	5	3	10	6
ENSG00000252404	RF00424	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
ENSG00000180758	GPR157	870	911	806	677	535	551	835	603	1290	1338	1779	424	805	787	2046	1044
ENSG00000228526	MIR34AHG	1194	1058	1005	1104	678	851	1375	849	1610	1648	2208	587	1055	907	1979	1301
ENSG00000284357	MIR34A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234546	LNCTAM34A	634	1150	1128	714	552	702	892	813	731	1643	1936	595	683	719	2312	2328
ENSG00000049239	H6PD	3168	2583	3226	2936	3309	3459	3417	3469	3910	3964	4885	2058	3528	4598	7397	5978
ENSG00000171621	SPSB1	478	567	537	348	306	332	414	350	695	656	991	239	477	456	1015	678
ENSG00000284652	BX323043.1	3	1	8	4	3	2	4	4	7	4	6	2	6	7	13	7
ENSG00000284693	LINC02606	27	38	39	34	26	29	32	32	30	26	47	12	22	49	60	61
ENSG00000252956	RNA5SP40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235263	AL928921.1	0	0	0	0	0	1	1	0	1	5	2	0	0	0	0	4
ENSG00000171612	SLC25A33	1890	2555	2723	2125	1832	2079	2227	2445	2500	3162	4355	1814	1989	2347	5408	5889
ENSG00000231181	AL954705.1	17	15	21	14	9	16	11	16	37	18	21	8	14	14	34	31
ENSG00000188807	TMEM201	1764	1706	1459	1534	1516	1983	1842	1634	2906	3126	3067	1073	1871	1946	3999	2528
ENSG00000171608	PIK3CD	237	314	283	335	268	351	351	328	368	375	453	169	372	373	661	375
ENSG00000179840	PIK3CD-AS1	1	0	0	0	2	0	0	0	1	0	1	0	0	0	4	0
ENSG00000233268	AL691449.1	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0
ENSG00000231789	PIK3CD-AS2	242	342	363	292	232	316	312	306	339	557	773	264	281	294	755	769
ENSG00000171603	CLSTN1	4883	4110	4203	4271	4747	5500	5524	4389	7857	6138	7384	2389	5982	6300	9381	6113
ENSG00000271264	MZT1P1	0	0	0	0	2	0	0	0	1	2	0	1	1	6	1	0
ENSG00000280113	AL357140.3	2	0	2	2	0	1	1	3	2	6	2	0	1	3	3	3
ENSG00000178585	CTNNBIP1	1634	2013	1861	1884	1588	1778	1863	1748	2028	2867	3818	1284	1711	1956	4536	3417
ENSG00000223989	AL357140.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285701	AL357140.4	4	5	6	15	8	9	11	13	6	10	12	2	12	14	37	16
ENSG00000162441	LZIC	2511	2650	3024	2211	2075	1809	2327	2016	2851	3322	4228	1356	2446	2416	5872	5310
ENSG00000228150	AL357140.2	20	31	30	28	20	12	27	22	46	48	77	22	23	22	60	60
ENSG00000173614	NMNAT1	569	609	671	463	446	407	587	488	542	751	1040	338	596	634	1294	1291
ENSG00000202415	RN7SKP269	8	10	2	7	4	8	12	4	13	21	15	8	5	9	14	11
ENSG00000283611	TMEM274P	4	2	3	5	1	2	6	5	6	3	5	8	8	3	15	10
ENSG00000265521	MIR5697	0	1	1	1	2	1	1	0	2	0	0	0	0	0	2	2
ENSG00000241326	AL603962.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162444	RBP7	262	362	434	273	240	284	308	337	333	521	694	212	245	266	779	850
ENSG00000130939	UBE4B	1821	1602	1679	1534	1893	1744	1975	1568	2464	1629	2298	748	2489	2422	3454	2200
ENSG00000224340	AL590639.1	1	0	0	0	1	0	0	1	2	0	1	1	3	1	0	0
ENSG00000233623	PGAM1P11	3	0	0	2	3	4	2	1	6	5	2	3	3	4	2	1
ENSG00000201746	RNU6-828P	1	1	0	1	3	1	2	1	4	3	4	0	1	4	0	1
ENSG00000054523	KIF1B	2729	2570	3000	2325	3183	3098	3174	2788	3967	2714	3868	1555	4140	4626	5432	4260
ENSG00000264881	AL358013.1	0	0	0	0	0	0	0	2	0	0	1	0	0	6	3	0
ENSG00000199562	RNU6-37P	6	11	10	1	5	3	12	9	6	13	24	5	13	2	43	29
ENSG00000264501	RN7SL731P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284735	AL139424.3	48	31	43	32	15	33	40	49	56	60	99	36	38	26	184	108
ENSG00000284642	AL139424.2	28	38	38	21	28	50	32	38	47	74	64	25	43	32	84	43
ENSG00000142657	PGD	5669	6819	6643	6507	6054	6953	6611	6429	8650	9281	10903	3494	6773	7447	13141	10567
ENSG00000271989	AL139424.1	4	10	11	8	6	7	3	10	5	9	19	8	7	7	10	22
ENSG00000251503	CENPS-CORT	10	24	4	3	1	2	5	5	11	15	21	1	4	2	33	15
ENSG00000175279	CENPS	306	345	442	274	208	282	277	342	286	405	522	225	248	223	663	892
ENSG00000241563	CORT	9	17	12	11	19	13	16	18	34	41	28	9	12	16	21	13
ENSG00000160049	DFFA	8475	13002	12042	9845	8634	9781	10209	10782	12599	16558	20735	6915	9553	10502	23934	22836
ENSG00000203469	AL354956.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000142655	PEX14	1428	1652	1743	1298	1244	1489	1721	1475	1821	2683	3356	1022	1574	1651	3965	2920
ENSG00000243267	RN7SL614P	0	0	0	0	0	0	0	1	3	3	1	0	0	2	2	0
ENSG00000130940	CASZ1	195	177	212	164	219	222	260	190	293	324	338	103	296	330	474	340
ENSG00000272078	AL139423.1	8	6	10	10	5	23	8	12	13	15	11	11	12	14	26	21
ENSG00000225158	HSPE1P24	0	2	0	0	0	0	1	3	0	7	7	0	0	0	0	0
ENSG00000175262	C1orf127	19	19	14	11	16	22	26	22	15	29	54	14	19	18	66	55
ENSG00000215785	CFL1P6	1	1	0	3	0	2	2	1	2	1	5	0	3	3	10	4
ENSG00000120948	TARDBP	5562	5796	6495	3659	3972	3933	5369	4438	6520	7132	8658	2761	5485	4956	15145	10071
ENSG00000277726	AL109811.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000009724	MASP2	40	29	25	56	44	43	51	30	88	38	52	16	61	37	39	25
ENSG00000271895	AL109811.2	57	49	59	57	30	55	54	56	56	55	105	23	45	27	82	51
ENSG00000116649	SRM	3829	4318	4293	3647	3774	4580	4429	3924	5486	7677	8651	2766	4138	4481	11460	8602
ENSG00000171824	EXOSC10	2439	2233	2590	2505	2830	3046	2613	2732	4015	2601	3843	1102	3480	4319	4499	3282
ENSG00000226849	AL109811.1	17	16	12	13	11	11	7	12	23	18	15	7	11	11	23	34
ENSG00000230337	EXOSC10-AS1	94	113	117	87	85	82	111	93	139	230	263	76	116	89	382	239
ENSG00000198793	MTOR	2467	2499	3066	2553	3441	3087	3424	2770	4234	2966	4445	1364	4378	5064	4933	3609
ENSG00000225602	MTOR-AS1	1	1	0	2	2	1	3	3	6	9	1	0	5	6	0	0
ENSG00000253086	RNU6-537P	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000171819	ANGPTL7	4	1	2	14	7	11	9	16	18	12	4	0	20	13	4	3
ENSG00000207451	RNU6-291P	0	0	1	0	0	5	3	0	3	2	1	2	0	3	4	0
ENSG00000238173	RPL39P6	0	0	0	1	1	0	0	1	0	0	0	0	0	1	1	1
ENSG00000120942	UBIAD1	1322	1501	1719	1648	1452	1725	1445	1679	2151	2073	2584	1025	1516	1951	3060	3367
ENSG00000238199	UBE2V2P3	2	2	3	9	3	10	9	7	7	7	3	0	7	4	5	3
ENSG00000284646	AL031291.1	0	0	0	0	0	1	3	0	1	0	0	0	1	1	1	2
ENSG00000224338	MTCYBP45	0	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0
ENSG00000204624	DISP3	52	50	66	62	73	92	73	67	114	72	101	38	70	103	127	130
ENSG00000285833	AL590989.1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ENSG00000235643	LINC01647	5	10	12	3	5	8	8	6	7	20	21	2	9	9	25	18
ENSG00000284708	AL031731.1	0	0	0	0	0	1	0	1	3	11	16	0	1	0	3	0
ENSG00000116661	FBXO2	274	412	429	315	248	236	351	341	306	683	906	258	284	343	1112	886
ENSG00000132879	FBXO44	2226	2478	2741	2496	2164	2432	2677	2501	2912	4231	4936	1801	2252	2551	5853	4800
ENSG00000116663	FBXO6	545	720	768	653	575	601	639	654	678	936	1438	454	571	636	1348	1343
ENSG00000116670	MAD2L2	5253	7021	7216	7111	5141	5972	6878	6267	7312	12850	15966	4745	5811	6284	16726	14292
ENSG00000162490	DRAXIN	490	498	442	477	403	505	528	504	756	732	796	305	501	531	963	755
ENSG00000177674	AGTRAP	1569	1958	1841	1743	1377	1569	1704	1557	2387	3869	4317	1199	1530	1685	4237	3286
ENSG00000215910	C1orf167	26	31	19	32	35	49	31	43	30	32	61	23	25	40	57	32
ENSG00000177553	AL953897.1	2	1	1	0	0	2	1	1	0	2	1	0	2	2	0	1
ENSG00000177000	MTHFR	501	567	641	528	501	516	617	521	725	761	1095	366	633	697	1282	1042
ENSG00000011021	CLCN6	271	262	285	235	250	273	308	259	496	413	476	139	408	385	498	429
ENSG00000276470	RF02156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000278852	RF02157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000175206	NPPA	0	2	2	0	2	2	1	1	5	5	0	3	1	2	7	2
ENSG00000275915	RF02158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000120937	NPPB	1	5	3	2	0	1	0	1	0	10	16	0	0	2	3	3
ENSG00000224904	AL021155.1	0	0	1	0	0	0	2	0	0	3	1	2	1	0	3	1
ENSG00000285646	AL021155.2	5	19	4	14	12	8	14	12	22	40	23	6	11	9	31	23
ENSG00000199347	RNU5E-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201801	RNU5E-4P	4	1	2	4	2	1	4	1	6	10	5	122	2	1	18	3
ENSG00000116685	KIAA2013	4170	5290	4537	4097	2877	3250	4104	3473	6477	9469	11118	2549	3741	3585	11719	7619
ENSG00000083444	PLOD1	4766	7099	5602	5554	5314	6310	5747	5984	9393	10471	12190	3326	5815	6807	11333	9169
ENSG00000116688	MFN2	5142	5193	5153	5333	4651	4946	5766	4720	8040	6859	9264	2509	6684	7230	11224	6933
ENSG00000270914	AL096840.1	0	1	3	1	0	0	3	0	5	1	3	0	0	0	2	2
ENSG00000116691	MIIP	1087	1429	1443	1402	1019	1258	1412	1299	1543	3043	3495	1102	1128	1297	3474	3307
ENSG00000202461	RF00019	1	0	0	0	1	0	3	4	6	4	0	0	5	3	11	1
ENSG00000276869	MIR6729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243539	RN7SL649P	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000120949	TNFRSF8	6	16	18	12	15	12	17	13	20	22	35	15	12	13	44	27
ENSG00000201135	RNU6-777P	0	0	0	0	0	0	0	1	0	5	6	2	0	0	4	0
ENSG00000227875	RPL23AP89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000285604	AL357835.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000283789	MIR7846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000028137	TNFRSF1B	5	5	0	1	5	1	6	4	8	6	9	2	4	12	15	9
ENSG00000263676	MIR4632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225196	RPL10P17	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ENSG00000252969	RF00156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000048707	VPS13D	1094	794	1111	965	1535	1330	1533	1144	1742	1079	1407	605	2001	2529	1888	1444
ENSG00000239149	SNORA59A	1	1	3	9	1	2	6	4	1	6	6	5	5	3	4	7
ENSG00000229484	AC243836.1	0	0	0	1	3	1	1	2	0	0	3	0	0	0	2	0
ENSG00000162496	DHRS3	1070	1524	1628	1625	1128	1568	1541	1651	1623	2407	2874	1196	1084	1439	2854	3160
ENSG00000221340	RNU6ATAC18P	0	0	2	1	0	1	0	0	2	1	2	0	0	2	5	3
ENSG00000276830	MIR6730	0	0	0	0	0	1	1	1	2	4	1	1	3	0	9	2
ENSG00000272482	AC254633.1	11	7	16	34	22	25	22	13	19	34	32	18	13	20	31	35
ENSG00000204518	AADACL4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0
ENSG00000226166	AC244670.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188984	AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ENSG00000157330	C1orf158	1	4	4	3	1	3	2	1	1	4	6	2	1	1	8	7
ENSG00000116726	PRAMEF12	1	10	6	5	0	3	1	9	15	14	13	1	8	3	5	2
ENSG00000116721	PRAMEF1	0	1	0	0	0	3	1	2	5	4	4	3	4	4	1	1
ENSG00000228338	LINC01784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239810	PRAMEF11	0	1	2	2	1	0	1	1	6	1	0	0	0	3	2	0
ENSG00000231103	PRAMEF30P	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
ENSG00000179172	HNRNPCL1	9	3	7	3	4	3	7	8	4	5	9	3	2	3	5	8
ENSG00000120952	PRAMEF2	0	4	1	1	2	1	0	1	5	3	3	2	3	5	5	3
ENSG00000243073	PRAMEF4	0	0	0	1	0	0	2	2	0	4	0	0	0	1	1	0
ENSG00000187545	PRAMEF10	0	2	0	0	0	0	0	1	0	3	0	0	0	0	0	1
ENSG00000204510	PRAMEF7	6	5	1	2	0	2	0	1	4	5	4	0	0	3	12	2
ENSG00000207434	RNU6-1072P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234064	PRAMEF29P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232423	PRAMEF6	0	0	1	0	1	1	2	1	0	1	0	0	0	0	0	0
ENSG00000274178	PRAMEF28P	0	1	1	5	2	0	0	0	0	1	0	0	0	0	0	1
ENSG00000274764	PRAMEF27	4	0	3	0	0	1	3	2	3	5	5	2	1	3	0	4
ENSG00000277058	HNRNPCL3	0	1	0	0	0	0	3	0	1	0	1	0	0	0	0	0
ENSG00000229571	PRAMEF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277862	PRAMEF34P	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000236179	PRAMEF35P	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000275774	HNRNPCL2	0	0	0	1	0	2	0	1	0	11	11	2	0	1	4	1
ENSG00000229978	PRAMEF36P	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233336	AC245056.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280267	PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179412	HNRNPCL4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000204505	PRAMEF9	2	5	1	0	0	1	0	3	1	7	4	0	3	1	1	11
ENSG00000279169	PRAMEF13	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0
ENSG00000279804	PRAMEF18	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
ENSG00000250894	PRAMEF31P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270601	PRAMEF5	2	1	0	1	0	1	0	0	1	3	0	0	0	0	1	1
ENSG00000231219	PRAMEF32P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207511	RNU6-771P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182330	PRAMEF8	0	0	0	2	1	5	2	0	3	3	4	0	1	1	0	1
ENSG00000237700	PRAMEF33	1	0	0	0	0	0	2	1	0	2	1	0	0	0	0	0
ENSG00000204501	PRAMEF15	7	7	3	2	3	3	3	2	2	3	11	1	2	1	7	13
ENSG00000228229	AC243961.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204481	PRAMEF14	1	0	2	0	0	1	0	0	1	3	5	1	0	0	5	1
ENSG00000204480	PRAMEF19	1	3	0	1	0	0	2	0	2	2	1	0	0	0	1	3
ENSG00000204479	PRAMEF17	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0
ENSG00000204478	PRAMEF20	1	4	0	0	2	0	2	2	0	1	6	3	0	1	1	1
ENSG00000162494	LRRC38	6	8	3	9	6	8	4	10	20	14	26	4	6	5	8	12
ENSG00000259961	AL354712.1	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0	0
ENSG00000215909	BRWD1P1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000162493	PDPN	2364	3113	2713	2142	2175	2616	2597	2518	3706	3870	4640	1547	2535	2661	5920	4655
ENSG00000222952	RNA5SP41	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
ENSG00000237445	AL359771.1	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0
ENSG00000253085	RF00564	1	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0
ENSG00000116731	PRDM2	1221	1153	1358	993	1044	942	1260	1070	1730	1350	1965	667	1620	1596	2338	2182
ENSG00000189337	KAZN	917	916	1031	931	816	958	940	919	1437	1111	1444	481	1135	1180	1792	1343
ENSG00000252151	RNU6-1265P	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000231606	AL357873.1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	4	0
ENSG00000234593	KAZN-AS1	0	1	0	4	1	0	0	1	0	3	2	2	0	1	0	0
ENSG00000235829	TBCAP2	0	0	1	4	2	3	1	3	2	2	1	0	2	1	0	0
ENSG00000175147	TMEM51-AS1	8	9	14	11	12	16	18	15	21	18	34	7	18	20	7	13
ENSG00000171729	TMEM51	384	642	548	380	315	351	467	413	616	851	998	333	412	470	1206	865
ENSG00000204464	C1orf195	3	3	4	2	2	2	3	1	9	4	10	3	6	4	14	8
ENSG00000215720	AL035405.1	2	1	0	0	0	3	2	1	3	2	4	2	3	1	2	0
ENSG00000278480	AL391094.1	0	0	1	0	2	1	0	0	0	0	0	0	0	3	11	0
ENSG00000142621	FHAD1	870	815	873	718	891	924	915	929	1086	1138	1157	493	1015	1188	1742	1512
ENSG00000233485	AL031283.2	3	2	6	2	5	6	4	5	3	9	11	2	5	6	22	10
ENSG00000236045	AL031283.3	12	10	6	9	16	17	10	5	9	13	10	7	12	11	22	18
ENSG00000228140	AL031283.1	21	33	19	25	27	15	27	40	33	46	54	18	13	25	50	39
ENSG00000142634	EFHD2	3231	3720	3366	2959	2361	2467	3247	2623	4511	6026	7890	1831	3086	2873	10670	5680
ENSG00000162438	CTRC	3	3	5	4	2	2	4	6	7	15	27	0	3	7	24	9
ENSG00000142615	CELA2A	0	3	0	2	1	0	3	6	6	2	8	1	0	2	1	3
ENSG00000215704	CELA2B	5	4	3	2	2	5	9	6	10	11	6	2	4	7	9	11
ENSG00000132906	CASP9	941	1117	1201	1112	990	1184	1091	1130	1359	1271	1979	764	1150	1485	2276	2133
ENSG00000116138	DNAJC16	624	577	723	554	669	641	695	665	966	831	892	487	769	811	1255	1289
ENSG00000251866	SCARNA21B	0	0	0	0	0	1	1	2	1	1	0	0	0	1	0	0
ENSG00000272510	AL121992.3	0	0	0	3	1	0	1	2	1	0	0	0	2	0	1	0
ENSG00000116771	AGMAT	11	19	18	3	9	12	20	20	33	22	27	16	11	10	36	32
ENSG00000237301	AL121992.1	4	9	9	3	8	6	3	6	3	13	8	5	7	18	11	11
ENSG00000235084	CHCHD2P6	34	26	48	40	27	50	37	26	42	38	51	32	35	37	53	40
ENSG00000252417	RNU7-179P	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ENSG00000236500	CD24P1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197312	DDI2	2788	2264	2663	2075	2568	2268	2745	2290	3748	2822	3490	1362	3527	3678	6108	4413
ENSG00000215695	RSC1A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271742	AL121992.2	1	5	2	0	0	1	4	3	0	4	5	0	5	4	2	8
ENSG00000116786	PLEKHM2	2754	2908	3206	2935	3190	3178	3391	2984	3831	4722	5584	1776	3567	4152	6768	4857
ENSG00000237938	AL450998.3	32	27	33	27	27	38	39	30	52	49	49	26	38	24	100	45
ENSG00000162461	SLC25A34	4	8	7	16	17	10	29	24	32	28	15	3	18	21	37	7
ENSG00000224459	SLC25A34-AS1	0	0	0	0	0	0	2	0	0	0	1	3	0	0	1	1
ENSG00000162460	TMEM82	0	0	0	0	0	1	0	1	1	2	1	1	1	0	0	3
ENSG00000162458	FBLIM1	1498	1618	1687	1516	1594	1582	1729	1681	2013	2213	2733	896	1835	2075	3638	3017
ENSG00000224321	RPL12P14	71	108	95	50	74	77	89	86	101	160	152	42	90	109	183	139
ENSG00000233954	UQCRHL	1329	1455	1958	1856	1139	1374	1677	1147	1797	1866	2509	980	1403	1282	3175	3289
ENSG00000178715	AL450998.1	18	25	30	18	12	18	32	16	26	23	24	19	18	11	24	11
ENSG00000179743	AL450998.2	1662	1873	1690	1452	1130	1155	1894	1180	2186	2987	4093	957	1674	1684	5489	3298
ENSG00000065526	SPEN	5676	4501	4960	4408	6554	5658	6836	4970	11385	6952	8004	2943	9770	11055	11227	7638
ENSG00000270620	AL034555.1	1	3	3	2	3	3	1	1	5	3	2	0	3	2	4	9
ENSG00000116809	ZBTB17	898	1047	1121	1093	1046	1094	1170	1113	1092	1931	2079	788	1009	1277	2380	2059
ENSG00000234607	AL355994.4	0	1	2	2	2	1	4	1	2	6	1	3	1	3	3	6
ENSG00000231353	AL355994.1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0
ENSG00000275503	AL355994.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000224966	TBC1D3P6	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0
ENSG00000183888	SRARP	0	0	0	0	0	1	0	3	1	1	10	1	0	2	0	0
ENSG00000233078	AL355994.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173641	HSPB7	104	111	131	96	135	127	117	102	152	165	198	80	129	143	267	238
ENSG00000186510	CLCNKA	23	33	41	31	23	21	35	33	39	52	70	31	26	33	68	50
ENSG00000232456	AL355994.2	8	7	9	12	2	4	5	13	9	22	17	10	8	7	7	9
ENSG00000184908	CLCNKB	210	247	225	248	197	238	218	226	230	417	491	196	202	246	502	393
ENSG00000185519	FAM131C	160	188	218	156	153	191	201	207	199	335	440	168	191	193	450	339
ENSG00000142627	EPHA2	1479	1893	1899	1661	1513	1878	2034	1689	2393	2258	3319	1074	1933	2118	3384	2843
ENSG00000227959	AL451042.2	7	11	14	16	11	5	17	5	9	21	28	4	4	21	18	20
ENSG00000224621	AL451042.1	3	2	4	7	3	9	6	3	6	7	5	2	3	5	15	9
ENSG00000142632	ARHGEF19	269	389	393	463	358	411	375	404	440	576	706	273	354	467	827	771
ENSG00000234166	ARHGEF19-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237276	ANO7L1	19	18	8	6	5	15	12	6	25	26	14	1	20	16	24	10
ENSG00000132881	CPLANE2	203	137	270	272	252	295	286	263	218	278	366	187	271	375	432	429
